Date,Open,High,Low,Close
2019-04-01 00:00:00,4102.44,4104.1,4067.0,4088.49
2019-04-01 00:30:00,4088.68,4127.65,4078.18,4121.69
2019-04-01 01:00:00,4119.9,4140.95,4118.62,4126.45
2019-04-01 01:30:00,4126.45,4127.88,4114.1,4116.95
2019-04-01 02:00:00,4117.57,4125.45,4114.1,4124.75
2019-04-01 02:30:00,4124.34,4130.36,4119.55,4122.88
2019-04-01 03:00:00,4123.07,4126.31,4115.01,4123.21
2019-04-01 03:30:00,4123.73,4139.0,4121.67,4129.9
2019-04-01 04:00:00,4129.9,4135.8,4127.46,4135.01
2019-04-01 04:30:00,4135.37,4138.0,4129.54,4130.76
2019-04-01 05:00:00,4130.71,4132.54,4121.0,4129.61
2019-04-01 05:30:00,4128.41,4135.0,4123.93,4134.85
2019-04-01 06:00:00,4134.85,4142.68,4131.05,4139.01
2019-04-01 06:30:00,4139.01,4141.8,4134.0,4140.8
2019-04-01 07:00:00,4140.8,4144.04,4123.5,4129.78
2019-04-01 07:30:00,4129.79,4136.23,4126.22,4128.85
2019-04-01 08:00:00,4128.85,4132.59,4111.12,4126.62
2019-04-01 08:30:00,4126.63,4137.46,4125.13,4135.5
2019-04-01 09:00:00,4135.9,4138.16,4130.27,4130.31
2019-04-01 09:30:00,4130.31,4134.46,4127.22,4134.14
2019-04-01 10:00:00,4134.12,4134.18,4127.43,4129.88
2019-04-01 10:30:00,4129.87,4131.44,4123.6,4126.05
2019-04-01 11:00:00,4127.06,4135.19,4122.55,4133.39
2019-04-01 11:30:00,4134.07,4134.28,4123.78,4128.69
2019-04-01 12:00:00,4128.68,4138.01,4126.86,4138.0
2019-04-01 12:30:00,4138.01,4143.31,4135.59,4139.99
2019-04-01 13:00:00,4139.97,4141.91,4134.46,4137.33
2019-04-01 13:30:00,4137.33,4149.03,4134.03,4149.02
2019-04-01 14:00:00,4149.03,4153.57,4141.54,4148.96
2019-04-01 14:30:00,4148.03,4158.7,4134.8,4138.61
2019-04-01 15:00:00,4138.61,4148.94,4134.0,4146.38
2019-04-01 15:30:00,4146.38,4147.39,4135.0,4145.07
2019-04-01 16:00:00,4145.01,4152.55,4138.66,4151.01
2019-04-01 16:30:00,4151.43,4156.0,4147.72,4150.41
2019-04-01 17:00:00,4150.39,4152.27,4141.61,4148.31
2019-04-01 17:30:00,4148.72,4148.97,4140.07,4144.98
2019-04-01 18:00:00,4144.98,4146.88,4133.0,4140.02
2019-04-01 18:30:00,4140.21,4146.18,4133.01,4140.04
2019-04-01 19:00:00,4140.04,4141.51,4134.59,4137.92
